name,total.pop,white,black,hispanic,asian
"georgia,treutlen",6885,64.9,33.6,1.5,0.2
"georgia,troup",67044,60.3,34.9,3.2,1.6
"georgia,turner",8930,54,42.3,3.2,0.4
"georgia,twiggs",9023,56.1,42.4,1.4,0.2
"georgia,union",21356,95.3,1.7,2.4,0.39999999999999997
"georgia,upson",27153,68.2,29.2,2.2,0.5
"georgia,walker",68756,92.1,5.7,1.6,0.4
"georgia,walton",83768,78.4,17.1,3.2000000000000006,1.1
"georgia,ware",36312,64.9,31,3.3,0.8
"georgia,warren",5834,36.6,62.4,0.9,0.39999999999999997
"georgia,washington",21187,44.1,53.70000000000001,1.8999999999999997,0.5
"georgia,wayne",30099,72.3,21.9,5.7,0.5
"georgia,webster",2799,53.3,43.4,3.5,0.3
"georgia,wheeler",7421,59.4,36,4.8,0.2
"georgia,white",27144,93.79999999999998,3,2.4,0.5
"georgia,whitfield",102599,62.20000000000001,6.3,31.600000000000005,1.3
"georgia,wilcox",9255,59.9,36.1,3.7,0.5
"georgia,wilkes",10593,51.9,44.3,3.4,0.5
"georgia,wilkinson",9563,57.800000000000004,39.5,2.2,0.3
"georgia,worth",21679,69.4,28.6,1.5,0.3
"idaho,ada",392365,86.5,4,7.1,2.4
"idaho,adams",3976,94.8,1.8,2.4,0.4
"idaho,bannock",82839,86.4,3.4,6.7,1.3
"idaho,bear lake",5986,94.70000000000002,1.2,3.6000000000000005,0.4
"idaho,benewah",9285,85.3,3.9,2.5,0.3
"idaho,bingham",45607,74.9,2.4,17.2,0.6
"idaho,blaine",21376,78,1.7,20,0.9
"idaho,boise",7028,93.2,2.5,3.5,0.4
"idaho,bonner",40877,94.4,2.2,2.2,0.5
"idaho,bonneville",104234,85.3,2.6,11.4,0.8000000000000002
"idaho,boundary",10972,92.1,2.4,3.7,0.6
"idaho,butte",2891,93.8,1.7,4.1,0.2
"idaho,camas",1117,90.2,3.5,6.7,0.1
"idaho,canyon",188923,72.3,3.6,23.900000000000002,0.7999999999999999
"idaho,caribou",6963,93.1,1.6,4.8,0.2
"idaho,cassia",22952,72.9,2.6,24.9,0.5
"idaho,clark",982,56.8,2.2,40.5,0.5
"idaho,clearwater",8761,92,2.3,3.1,0.7
"idaho,custer",4368,94,1.2,4,0.2
"idaho,elmore",27038,75.1,6.8,15.2,2.8
"idaho,franklin",12786,91.8,1.8,6.6,0.1
"idaho,fremont",13242,85.1,1.9,12.8,0.2
"idaho,gem",16719,89.1,2.4,8,0.5
"idaho,gooding",15464,69.6,2.6,28.1,0.5
"idaho,idaho",16267,92.4,2.2,2.6,0.4
"idaho,jefferson",26140,87.7,1.7,10.1,0.4
"idaho,jerome",22374,66.9,2.4,31,0.3
"idaho,kootenai",138494,92,2.7,3.8,0.7
"idaho,latah",37244,90.6,3.3,3.5999999999999996,2.1
"idaho,lemhi",7936,95,1.9,2.3,0.4
"idaho,lewis",3821,88.9,2.8,3.3,0.4
"idaho,lincoln",5208,69.3,2.5,28.299999999999997,0.4000000000000001
"idaho,madison",37536,91.2,2,5.9,0.9
"idaho,minidoka",20069,65.2,2.8,32.4,0.4
"idaho,nez perce",39265,88.7,2.8,2.8,0.7
"idaho,oneida",4286,95,1.2,2.9,0.5
"idaho,owyhee",11526,68.3,2.6,25.8,0.5
"idaho,payette",22623,81.3,3.1,14.9,0.8
"idaho,power",7817,66.1,2.7,29.8,0.4
"idaho,shoshone",12765,93.5,2.2,3,0.4
"idaho,teton",10170,81.5,1.7,16.9,0.5
"idaho,twin falls",77230,82.7,2.7,13.7,1.2
"idaho,valley",9862,94.1,1.6,3.8999999999999995,0.4
"idaho,washington",10198,80.1,2.3,16.8,0.9
"illinois,adams",67103,93,5.1,1.2,0.7
"illinois,alexander",8238,60.5,37.1,1.9,0.2
"illinois,bond",17768,88.9,7.9,3.1,0.4
"illinois,boone",54165,75.2,4.6,20.2,1.3
"illinois,brown",6937,74.8,19.1,5.8,0.2
"illinois,bureau",34978,90,1.9,7.700000000000001,0.7
"illinois,calhoun",5089,98.3,0.5,0.8,0.2
"illinois,carroll",15387,94.9,1.9,2.8,0.3
"illinois,cass",13642,79.4,4.4,16.8,0.3
"illinois,champaign",201081,70.9,15.2,5.3,8.9
"illinois,christian",34800,95.8,2.3,1.4,0.5
"illinois,clark",16335,97.5,1,1.1,0.3
"illinois,clay",13815,97.2,1.1,1.1,0.5
"illinois,clinton",37762,92.1,4.7,2.8,0.4
"illinois,coles",53873,91.6,5.4,2.1,1
"illinois,cook",5194675,43.9,27.3,24,6.2
"illinois,crawford",19817,91.9,5.6,1.7999999999999998,0.5
"illinois,cumberland",11048,97.89999999999999,1.1,0.7,0.19999999999999998
"illinois,de kalb",NA,NA,NA,NA,NA
"illinois,de witt",16561,95.7,1.7,2.1,0.4
"illinois,douglas",19980,92.2,1.4,6.1,0.4
"illinois,du page",NA,NA,NA,NA,NA
"illinois,edgar",18576,97.7,1,1,0.2
"illinois,edwards",6721,97.5,1.3000000000000003,0.9000000000000001,0.3
"illinois,effingham",34242,96.8,1,1.7,0.4
"illinois,fayette",22140,93,5.4,1.4,0.2
"illinois,ford",14081,96,1.7,2.1,0.3
"illinois,franklin",39561,96.9,1.4,1.2,0.3
"illinois,fulton",37069,92.8,4.3,2.4,0.3
"illinois,gallatin",5589,97.10000000000001,1.4,1.2,0.09999999999999999
"illinois,greene",13886,97.3,1.6,0.8,0.1
"illinois,grundy",50063,88.9,2.7,8.2,0.7
"illinois,hamilton",8457,97.4,1.1,1.2,0.2
"illinois,hancock",19104,97.4,1.2,1,0.2
"illinois,hardin",4320,96.6,1.1,1.3,0.5
"illinois,henderson",7331,97.3,1.2,1.1,0.2
"illinois,henry",50486,92.1,3,4.8,0.4
"illinois,iroquois",29718,92.4,2.1,5.3,0.3
"illinois,jackson",60218,76,16.9,4,3.2
"illinois,jasper",9698,98.1,0.7,0.8,0.2
"illinois,jefferson",38827,87.4,10,2.1,0.6
"illinois,jersey",22985,96.9,1.6,1,0.3
"illinois,jo daviess",22678,95.6,1.4,2.7,0.3
"illinois,johnson",12582,87.9,9,3,0.2
"illinois,kane",515269,59,8.3,30.7,3.5
"illinois,kankakee",113449,73.4,17.3,9,0.9
"illinois,kendall",114736,74.2,8.1,15.6,3
"illinois,knox",52919,85.3,9.7,4.8,0.6
"illinois,lake",703462,65.2,9.6,19.9,6.3
"illinois,la salle",NA,NA,NA,NA,NA
"illinois,lawrence",16833,86.1,10.6,3.3,0.2
"illinois,lee",36031,88.3,6.3,5,0.7
"illinois,livingston",38950,89.6,6.2,3.9,0.5
"illinois,logan",30305,87.7,8.8,2.9,0.6
"illinois,mcdonough",32612,88.9,6.9,2.7,1.8
"illinois,mchenry",308760,83.7,2.7,11.4,2.5
"illinois,mclean",169572,81.9,9.7,4.4,4.3
"illinois,macon",110768,78.4,18.8,1.9,1
"illinois,macoupin",47765,97,1.6,0.9,0.3
"illinois,madison",269282,86.7,9.7,2.7,0.8
"illinois,marion",39437,92.4,5.5,1.4,0.6
"illinois,marshall",12640,95.9,1.3,2.5,0.4
"illinois,mason",14666,97.5,1.3,0.8,0.3
"illinois,massac",15429,89.8,7.9,1.9,0.3
"illinois,menard",12705,97,1.7,1,0.2
"illinois,mercer",16434,96.8,1,1.9,0.3
"illinois,monroe",32957,97.1,1,1.4,0.4
"illinois,montgomery",30104,94.1,3.8,1.5,0.4
"illinois,morgan",35547,89.8,7.6000000000000005,2,0.5
"illinois,moultrie",14846,97.8,0.9,0.9,0.2
"illinois,ogle",53497,88.59999999999998,2.3,8.9,0.5
"illinois,peoria",186494,72.7,20.5,3.8,3.1
"illinois,perry",22350,87.1,9.7,2.7,0.4
"illinois,piatt",16729,97.3,1.3,1,0.3
"illinois,pike",16430,96.2,2.4,1,0.2
"illinois,pope",4470,90.7,6.9,1.4,0.2
"illinois,pulaski",6161,63.89999999999999,34.3,1.6,0.2
"illinois,putnam",6006,94.1,1.6999999999999997,4.2,0.2
"illinois,randolph",33476,86.4,10.7,2.6,0.3
"illinois,richland",16233,96.6,1.4,1.3,0.7
"illinois,rock island",147546,75.7,12,11.6,1.6
"illinois,st clair",270056,62.89999999999999,32.7,3.3,1.2
"illinois,saline",24913,92.4,5.7,1.4,0.4
"illinois,sangamon",197465,82.5,14,1.8,1.6
"illinois,schuyler",7544,94.9,3.7,1.2,0.1
"illinois,scott",5355,98,0.9,0.8,0.2
"illinois,shelby",22363,98,0.8,0.8,0.3
"illinois,stark",5994,97.2,1.5,1,0.3
"illinois,stephenson",47711,85.1,11.5,2.9,0.6
"illinois,tazewell",135394,95,2.3,1.9,0.7
"illinois,union",17808,92.4,2.4,4.8,0.3
"illinois,vermilion",81625,80.4,15.1,4.2,0.7
"illinois,wabash",11947,96.20000000000002,1.8000000000000003,1.3,0.6
"illinois,warren",17707,88,3.3,8.4,0.5
"illinois,washington",14716,96.9,1.5,1.3,0.3
"illinois,wayne",16760,97.5,1,1.1,0.4
"illinois,white",14665,97.6,1.1,1.1,0.2
"illinois,whiteside",58498,85.9,3.5,11,0.5
"illinois,will",677560,67.2,13.5,15.6,4.6
"illinois,williamson",66357,91.5,5.5,2,0.8
"illinois,winnebago",295266,72.5,15,10.9,2.3
"illinois,woodford",38664,96.5,1.6,1.4,0.6
"indiana,adams",34387,94.6,1.2,4.1,0.2
"indiana,allen",355329,76.5,14.7,6.5,2.7
"indiana,bartholomew",76794,87,3.4,6.2,3.4
"indiana,benton",8854,93.7,1.6,4.9,0.2
"indiana,blackford",12766,97.2,1.6,0.9,0.1
"indiana,boone",56640,93.8,2.2,2.2,1.7
"indiana,brown",15242,96.8,1.5,1.2,0.3
"indiana,carroll",20155,95.2,1.2,3.5,0.1
"indiana,cass",38966,83.7,3,12.6,1.1
"indiana,clark",110232,85.2,9.2,4.9,0.8
"indiana,clay",26890,97.2,1.2,1.1,0.2
"indiana,clinton",33224,85.3,1.7,13.2,0.2
"indiana,crawford",10713,97,1.3,1.2,0.19999999999999998
"indiana,daviess",31648,93.8,1.6,4.2,0.5
"indiana,dearborn",50047,96.90000000000002,1.6000000000000003,1,0.4000000000000001
"indiana,decatur",25740,96.3,1.2,1.7,0.7
"indiana,de kalb",NA,NA,NA,NA,NA
"indiana,delaware",117671,88.1,9,1.8,1
"indiana,dubois",41889,92.6,1.2,6,0.5
"indiana,elkhart",197559,77.2,8.2,14.1,1
"indiana,fayette",24277,96.4,2.3,0.9,0.3
"indiana,floyd",74578,89.2,7.300000000000001,2.6,0.8999999999999999
"indiana,fountain",17240,96.3,1.2,2.2,0.2
"indiana,franklin",23087,97.9,0.9,0.9,0.2
"indiana,fulton",20836,93.3,1.8,4.2,0.5
"indiana,gibson",33503,94.8,3.4,1.3,0.5
"indiana,grant",70061,86.5,9.4,3.6,0.6
"indiana,greene",33165,97.5,1,1,0.3
"indiana,hamilton",274569,86.4,5.3,3.4,4.8
"indiana,hancock",70002,94.1,3.3,1.7,0.8
"indiana,harrison",39364,96.5,1.4,1.5,0.4
"indiana,hendricks",145448,88.5,6.5,3,2.1
"indiana,henry",49462,94.90000000000002,3.4,1.3999999999999997,0.3
"indiana,howard",82752,87.1,9.3,2.7,0.9
"indiana,huntington",37124,96.1,1.6,1.7,0.4
"indiana,jackson",42376,91.6,2,5.7,0.8
"indiana,jasper",33478,92.6,1.7,5.4,0.4
"indiana,jay",21253,95.8,1.2,2.7,0.4
"indiana,jefferson",32428,93.9,3,2.3,0.7
"indiana,jennings",28525,95.9,1.9,2,0.2
"indiana,johnson",139654,92.3,2.7,3.1,2
"indiana,knox",38440,94.1,3.9,1.5,0.6
"indiana,kosciusko",77358,89.9,2.1,7.300000000000001,0.8
"indiana,lagrange",37128,95,1.2,3.5,0.3
"indiana,lake",496005,55.3,28.2,16.7,1.2
"indiana,la porte",NA,NA,NA,NA,NA
"indiana,lawrence",46134,96.6,1.5,1.2,0.5
"indiana,madison",131636,86.3,10.1,3.2,0.4
"indiana,marion",903393,59.5,29.5,9.3,2
"indiana,marshall",47051,89.5,2,8.4,0.5
"indiana,martin",10334,98,0.8,0.7,0.3
"indiana,miami",36903,90.3,6.3,2.5,0.3
"indiana,monroe",137974,86.1,5.7,2.9,5.2
"indiana,montgomery",38124,92.8,2.1,4.6,0.6
"indiana,morgan",68894,96.9,1.3,1.2,0.4
"indiana,newton",14244,93.3,1.4,5,0.3
"indiana,noble",47536,88.6,1.7,9.6,0.4
"indiana,ohio",6128,97.4,1.1,1.1,0.3
"indiana,orange",19840,96.5,2,1,0.3
"indiana,owen",21575,97.3,1.2,0.9,0.3
"indiana,parke",17339,95.4,2.9,1.2,0.2
"indiana,perry",19338,95.3,3.2,1,0.4
"indiana,pike",12845,97.7,1.1,0.9,0.2
"indiana,porter",164343,85.9,4.9,8.5,1.2
"indiana,posey",25910,96.7,2,1,0.3
"indiana,pulaski",13402,95.70000000000002,1.6999999999999997,2.4,0.2
"indiana,putnam",37963,92.5,5.1,1.5,0.7
"indiana,randolph",26171,95.09999999999998,1.5,3,0.20000000000000004
"indiana,ripley",28818,96.7,1.1,1.5,0.5
"indiana,rush",17392,96.8,1.5,1.1,0.3
"indiana,st joseph",266931,75.6,15.6,7.3,1.9
"indiana,scott",24181,97.10000000000001,1,1.5,0.39999999999999997
"indiana,shelby",44436,93.7,2.2,3.7,0.5
"indiana,spencer",20952,95.9,1.3,2.5,0.3
"indiana,starke",23363,95.1,1.5,3.3,0.2
"indiana,steuben",34185,95.1,1.5,2.9,0.5
"indiana,sullivan",21475,92.8,5.5,1.4,0.2
"indiana,switzerland",10613,97.2,1.1,1.4,0.19999999999999998
"indiana,tippecanoe",172780,80.4,6.2,7.5,6.2
"indiana,tipton",15936,96.4,1.2,2.2,0.4
"indiana,union",7516,96.9,1.5,1.1,0.3
"indiana,vanderburgh",179703,85.2,11.4,2.2,1.1
"indiana,vermillion",16212,97.8,1,0.8,0.2
"indiana,vigo",107848,86.7,9.1,2.3,1.7
"indiana,wabash",32888,95.4,1.6,2.1,0.4
"indiana,warren",8508,97.8,0.8,0.8,0.4
"indiana,warrick",59689,94,2.7,1.6,1.6
"indiana,washington",28262,97.4,1.1,1.1,0.3
"indiana,wayne",68917,89,7.6,2.6,0.8
"indiana,wells",27636,96.3,1.2,2,0.4000000000000001
"indiana,white",24643,91.2,1.7,7.1,0.4
"indiana,whitley",33292,96.6,1.4,1.5,0.3
"iowa,adair",7682,97.7,0.8,1.3,0.3
"iowa,adams",4029,97.3,0.7,0.9,0.6
"iowa,allamakee",14330,93,1.4,5.3,0.2
"iowa,appanoose",12887,96.79999999999998,1.5,1.4,0.3
"iowa,audubon",6119,98.2,0.7999999999999999,0.6,0.39999999999999997
"iowa,benton",26076,97.40000000000002,1.3,1.1,0.3
"iowa,black hawk",131090,83.9,11.2,3.7,1.3
"iowa,boone",26306,95.8,1.8,1.8999999999999997,0.3
"iowa,bremer",24276,96.60000000000001,1.7,1,0.7000000000000001
"iowa,buchanan",20958,97.1,1.4,1.2,0.4
"iowa,buena vista",20260,67.9,4.4,22.7,5.6
"iowa,butler",14867,97.9,0.9,0.9,0.2
"iowa,calhoun",9670,97.9,0.8,0.9,0.2
"iowa,carroll",20816,96.7,1.3,1.5999999999999999,0.39999999999999997
"iowa,cass",13956,96.7,0.9,1.8,0.2
"iowa,cedar",18499,96.7,1.3,1.5,0.5
"iowa,cerro gordo",44151,92.6,2.9,3.8,0.9
"iowa,cherokee",12072,95.70000000000002,1.4,2.3,0.5
"iowa,chickasaw",12439,96.9,0.8,2.2,0.3
"iowa,clarke",9286,88.4,1.4,10,0.4
"iowa,clay",16667,95.1,1.5,2.9,0.6
"iowa,clayton",18129,96.9,1.2,1.7,0.2
"iowa,clinton",49116,92.5,4.5,2.5,0.6
"iowa,crawford",17096,73.4,2.8,24.2,0.6
"iowa,dallas",66135,88.7,2.9,6.1,2.5
"iowa,davis",8753,97.7,0.9,1,0.3
"iowa,decatur",8457,94,2.8,2.1,0.7
"iowa,delaware",17764,98,0.9,0.8,0.3
"iowa,des moines",40325,89.4,7.4,2.6,0.7
"iowa,dickinson",16667,97.5,0.9,1.1,0.4
"iowa,dubuque",93653,92.9,4,1.9,0.9
"iowa,emmet",10302,90.5,2.2,7.4,0.4
"iowa,fayette",20880,95.7,1.9,1.8,0.5
"iowa,floyd",16303,94.7,2,2,1.3
"iowa,franklin",10680,87.4,1.9,11.3,0.3
"iowa,fremont",7441,95.7,1.4,2.5,0.3
"iowa,greene",9336,96.6,0.8999999999999999,1.7999999999999998,0.3
"iowa,grundy",12453,97.90000000000002,0.9,1,0.20000000000000004
"iowa,guthrie",10954,96.7,1.1,1.8,0.3
"iowa,hamilton",15673,91.5,1.7,5,2
"iowa,hancock",11341,94.7,1.4,3.5,0.4
"iowa,hardin",17534,93.7,2.3,3.7,0.5
"iowa,harrison",14928,97.3,1,1.2,0.3
"iowa,henry",20145,90.1,3.8,3.8,2.3
"iowa,howard",9566,97.4,1.1,1.2,0.3
"iowa,humboldt",9815,94.6,1.5,3.6,0.3
"iowa,ida",7089,97.40000000000002,0.8000000000000002,1.3999999999999997,0.3
"iowa,iowa",16355,96.7,1.1,1.9,0.3
"iowa,jackson",19848,96.9,1.3,1.1,0.2
"iowa,jasper",36842,95.8,2.2,1.5,0.4
"iowa,jefferson",16843,86.3,2.9,2.4,8.5
"iowa,johnson",130882,83.1,7.1,4.7,5.2
"iowa,jones",20638,95.5,2.6,1.3,0.4
"iowa,keokuk",10511,97.9,1.1,0.8999999999999999,0.20000000000000004
"iowa,kossuth",15543,97.3,1.1,1.4,0.4
"iowa,lee",35862,91.6,5.1,3,0.5
"iowa,linn",211226,89.3,6.3,2.6,1.8
"iowa,louisa",11387,81.8,2,15.8,0.9000000000000001
"iowa,lucas",8898,98,0.8,1,0.2
"iowa,lyon",11581,97.3,0.7,1.8,0.2
"iowa,madison",15679,97.2,1.2,1.3,0.3
"iowa,mahaska",22381,94.89999999999999,2.2,1.5999999999999999,1.1
"iowa,marion",33309,95.6,1.7,1.6,1.1
"iowa,marshall",40648,78.2,3.7,17.3,1.3
"iowa,mills",15059,95.6,1.5,2.4,0.4
"iowa,mitchell",10776,98,0.7,1,0.3
"iowa,monona",9243,96.3,1.3,1.2,0.2
"iowa,monroe",7970,96.3,1.6,2.1,0.4
"iowa,montgomery",10740,95.6,1.2,2.8,0.2
"iowa,muscatine",42745,80.8,3.3,15.9,0.8
"iowa,obrien",NA,NA,NA,NA,NA
"iowa,osceola",6462,91.9,1.1,6.7,0.3
"iowa,page",15932,92.7,3.6,2.7,0.7
"iowa,palo alto",9421,96.7,1.3,1.6,0.3
"iowa,plymouth",24986,95.2,1.3,3,0.5
"iowa,pocahontas",7310,96.3,1.4,2.3,0.2
"iowa,polk",430640,80.7,8.4,7.6,3.5
"iowa,pottawattamie",93158,89.7,3.3,6.6,0.6
"iowa,poweshiek",18914,93.6,2.5,2.4,1.4
"iowa,ringgold",5131,96.8,1.1,1.8000000000000003,0.3
"iowa,sac",10350,96.9,1.1,1.9,0.2
"iowa,scott",165224,82.8,10.1,5.6,2
"iowa,shelby",12167,96.70000000000002,0.9000000000000001,1.8000000000000003,0.4
"iowa,sioux",33704,89.3,1.3,8.9,0.8
"iowa,story",89542,86.9,4.1,3,6
"iowa,tama",17767,83.7,2.9,7.400000000000001,0.3
"iowa,taylor",6317,93,1.2,5.8,0.3
"iowa,union",12534,96,1.7,1.8,0.5
"iowa,van buren",7570,97.4,0.9,1.2,0.5
"iowa,wapello",35625,87.5,2.9,9.1,0.7
"iowa,warren",46225,95.8,1.7,1.9,0.5
"iowa,washington",21704,92.7,2.1,5.2,0.3
"iowa,wayne",6403,97.5,1,1.1,0.3
"iowa,webster",38013,90,5.6,3.8,0.6
"iowa,winnebago",10866,94.3,1.7999999999999998,3.2999999999999994,0.8000000000000002
"iowa,winneshiek",21056,95.7,1.4,2,1.1
"iowa,woodbury",102172,77.6,5.6,13.7,2.4
"iowa,worth",7598,96.5,1.2,1.9,0.3
"iowa,wright",13229,88.7,2,9.6,0.2
"kansas,allen",13371,91.9,4.4,2.9,0.5
"kansas,anderson",8102,96,1.7,1.5,0.5
"kansas,atchison",16924,89.5,7.5,2.3,0.4
"kansas,barber",4861,94.8,1.8000000000000003,2.4,0.4
"kansas,barton",27674,83.4,3.3999999999999995,13.3,0.2
"kansas,bourbon",15173,92,5.1,2,0.5
"kansas,brown",9984,84,4.4,3.1,0.3
"kansas,butler",65880,91,3.9,3.9,0.7
"kansas,chase",2790,93.1,3,3.6,0.3
"kansas,chautauqua",3669,89.7,4.2,2.4,0.1
"kansas,cherokee",21603,89.2,4.5,2,0.3
"kansas,cheyenne",2726,93.3,0.8,5.2,0.7
"kansas,clark",2215,88.8,3,7.4,0.8
"kansas,clay",8535,95.9,1.6,1.9,0.3
"kansas,cloud",9533,94.8,2,3,0.2
"kansas,coffey",8601,95.1,2.1,2,0.4
"kansas,comanche",1891,94.3,1.6,3.9,0.3
"kansas,cowley",36311,82.2,6.2,9.1,1.6
"kansas,crawford",39134,89,4.6,4.5,1.2
"kansas,decatur",2961,96.9,1.5,1,0.2
"kansas,dickinson",19754,92.7,3,3.8999999999999995,0.3
"kansas,doniphan",7945,91.7,5.3,2.1,0.2
"kansas,douglas",110826,81.70000000000002,7.700000000000001,5.1,3.7
"kansas,edwards",3037,80.5,1.7,17.6,0.39999999999999997
"kansas,elk",2882,93.5,2.3,2.7,0.39999999999999997
"kansas,ellis",28452,91.7,2.4,4.6,1.4
"kansas,ellsworth",6497,88.2,6.3,5,0.4
"kansas,finney",36776,46.4,5.1,46.7,3.4
"kansas,ford",33848,44,4.8,51.2,1.4
"kansas,franklin",25992,91.9,4,3.6,0.4
"kansas,geary",34362,59.9,25.3,12.4,3.2
"kansas,gove",2695,97.1,0.9,1.6,0.4
"kansas,graham",2597,90.8,6.7,2.3,0.3
"kansas,grant",7829,54.2,2.9,43.9,0.3
"kansas,gray",6006,84.1,1.6999999999999997,14.2,0.2
"kansas,greeley",1247,84.7,1.8999999999999997,13.699999999999998,0.3
"kansas,greenwood",6689,93.5,2.5,3.2999999999999994,0.3
"kansas,hamilton",2690,67,1.7,30.7,0.3
"kansas,harper",6034,92.5,1.8,4.9,0.09999999999999999
"kansas,harvey",34684,84.6,4,10.8,0.7
"kansas,haskell",4256,71.3,2.3,27,0.2
"kansas,hodgeman",1916,91.2,2.7,6.2,0.4
"kansas,jackson",13462,85.9,3.7,3.3,0.4
"kansas,jefferson",19126,95,2.3,1.8,0.2
"kansas,jewell",3077,96.2,1.3999999999999997,2,0.20000000000000004
"kansas,johnson",544179,82,6.8,7.2,4.2
"kansas,kearny",3977,68.5,2.7,28.5,0.3
"kansas,kingman",7858,95.3,1.4,2.5,0.5
"kansas,kiowa",2553,93.1,1.6999999999999997,3.8999999999999995,0.6
"kansas,labette",21607,85.5,8.7,4,0.4000000000000001
"kansas,lane",1750,93,2.1,4.2,0.2
"kansas,leavenworth",76227,80.3,12.7,5.7,1.3
"kansas,lincoln",3241,96.1,1.1,2.2,0.2
"kansas,linn",9656,95.1,2,1.8999999999999997,0.3
"kansas,logan",2756,94.7,2,2.9,0.4
"kansas,lyon",33690,73.3,5.1,20.1,2.3
"kansas,mcpherson",29180,93.1,2.7,3.5,0.5
"kansas,marion",12660,94.7,2.5,2.3,0.2
"kansas,marshall",10117,96.1,1.6,1.9,0.2
"kansas,meade",4575,82.2,2.3,14.8,0.4
"kansas,miami",32787,93.7,3.2,2.5,0.4
"kansas,mitchell",6373,97.2,1,1.1,0.3
"kansas,montgomery",35471,80.9,10.7,5.2,0.6
"kansas,morris",5923,94.1,2,3.6,0.2
"kansas,morton",3233,76.3,2.2,19.3,1.9
"kansas,nemaha",10178,96.7,1.6,1.2,0.1
"kansas,neosho",16512,91.7,3.2,4.2,0.5
"kansas,ness",3107,91,1.5,7.400000000000001,0.10000000000000002
"kansas,norton",5671,91.1,4.1,4.2,0.5
"kansas,osage",16295,95.5,1.8,2,0.2
"kansas,osborne",3858,97,1.2,1.2,0.5
"kansas,ottawa",6091,95.70000000000002,2.2,2,0.1
"kansas,pawnee",6973,86.3,6.7,6.6,0.5
"kansas,phillips",5642,95.6,1.5,2.1,0.7
"kansas,pottawatomie",21604,91.1,3.6000000000000005,4.4,0.7
"kansas,pratt",9656,91.3,3.1,5.4,0.3
"kansas,rawlins",2519,95.3,1.2,3.2,0.2
"kansas,reno",64511,86.1,5.6,8.1,0.5
"kansas,republic",4980,97.4,1.2,1.1,0.3
"kansas,rice",10083,86.1,3.9,10.1,0.4
"kansas,riley",71115,79.5,9.9,6.5,4.2
"kansas,rooks",5181,96.1,1.4,2.1,0.4
"kansas,rush",3307,95.7,1.3999999999999997,2.5,0.20000000000000004
"kansas,russell",6970,95.3,2.1,1.6,0.5
"kansas,saline",55606,82.1,6.3,9.7,2.1
"kansas,scott",4936,83,1.6,15.3,0.5
"kansas,sedgwick",498365,69.9,13.3,13,4.1
"kansas,seward",22952,36,6.4,56.6,2.7
"kansas,shawnee",177934,75.6,12.7,10.8,1.2
"kansas,sheridan",2556,95.3,1.2,3.3,0.2
"kansas,sherman",6010,86.8,2.4,10.8,0.3
"kansas,smith",3853,96.3,1.8,1.5,0.2
"kansas,stafford",4437,85.8,1.5,11.9,0.4
"kansas,stanton",2235,60.4,2.8,37,0.1
"kansas,stevens",5724,65.4,1.8,32.6,0.3
"kansas,sumner",24132,91.3,3.4,4.5,0.2
"kansas,thomas",7900,92.9,1.7,4.7,0.5
"kansas,trego",3001,96.7,1.2,1.7,0.2
"kansas,wabaunsee",7053,94.5,2.5,2.9,0.1
"kansas,wallace",1485,91.2,1.3,7.3,0.1
"kansas,washington",5799,95.8,1.3,2.5,0.3
"kansas,wichita",2234,73.7,2.6,24.6,0.1
"kansas,wilson",9409,94.2,2.6,2.3,0.4
"kansas,woodson",3309,94.9,2.3,2.1,0.1
"kansas,wyandotte",157505,43.3,29,26.4,2.5
"kentucky,adair",18656,94.1,3.8000000000000003,1.7,0.2
"kentucky,allen",19956,96.2,2.1,1.5,0.2
"kentucky,anderson",21421,94.8,3.3000000000000003,1.3,0.5
"kentucky,ballard",8249,94.1,4.7,1.1,0.2
"kentucky,barren",42173,91.5,5.5,2.6,0.4
"kentucky,bath",11591,96,2.4,1.4,0.1
"kentucky,bell",28691,95.09999999999998,3.7999999999999994,0.6999999999999998,0.3
"kentucky,boone",118811,90,4.3,3.5,2.1
"kentucky,bourbon",19985,85.2,7.8,6.8,0.3
"kentucky,boyd",49542,93.8,4.2,1.3999999999999997,0.5
"kentucky,boyle",28432,86.9,9.6,2.8,0.8
"kentucky,bracken",8488,97.2,1.4,1.1,0.1
"kentucky,breathitt",13878,97.8,0.8000000000000002,0.6,0.5
"kentucky,breckinridge",20059,95.4,3.3,0.9000000000000001,0.2
"kentucky,bullitt",74319,96,1.8000000000000003,1.4,0.5
"kentucky,butler",12690,96,1.3,2.5,0.2
"kentucky,caldwell",12984,92.1,6.5,1,0.3
"kentucky,calloway",37191,90.5,5.2,2.4,1.8
"kentucky,campbell",90336,93.4,4.1,1.6999999999999997,0.8
"kentucky,carlisle",5104,96.1,1.7,1.6,0.3
"kentucky,carroll",10811,88.6,3.7999999999999994,7.300000000000001,0.6
"kentucky,carter",27720,97.2,1.4,1.2,0.2
"kentucky,casey",15955,96.1,1.4,2.4,0.2
"kentucky,christian",73955,68.6,24.5,6.1,1
"kentucky,clark",35613,91,6.2,2.5,0.4
"kentucky,clay",21730,92.9,5.1,1.8,0.1
"kentucky,clinton",10272,96,1.6,2.2,0.1
"kentucky,crittenden",9315,97.3,1.5,0.5,0.2
"kentucky,cumberland",6856,94.9,3.8999999999999995,0.9000000000000001,0.1
"kentucky,daviess",96656,90,6.6,2.6,0.7
