name,total.pop,white,black,hispanic,asian
"missouri,butler",42794,90,7.400000000000001,1.6000000000000003,0.7
"missouri,caldwell",9424,95.9,2.1,1.5,0.2
"missouri,callaway",44332,91,6.5,1.5999999999999999,0.6
"missouri,camden",44002,95.3,1.7,2.3,0.39999999999999997
"missouri,cape girardeau",75674,87.9,8.9,2,1.2
"missouri,carroll",9295,95.7,2.8,1.3,0.1
"missouri,carter",6265,95.6,1.7,1.7,0.1
"missouri,cass",99478,89.5,5.6,4,0.6
"missouri,cedar",13982,96.1,1.9,1.5,0.29999999999999993
"missouri,chariton",7831,96.3,2.8,0.5,0.1
"missouri,christian",77422,94.3,2.4,2.5,0.5
"missouri,clark",7139,97.7,1.3,0.6,0.3
"missouri,clay",221939,84.1,7.9,5.9,2.1
"missouri,clinton",20743,94.5,3,1.6,0.3
"missouri,cole",75990,83.2,13.1,2.4,1.3
"missouri,cooper",17601,89.5,8.6,1.3,0.4
"missouri,crawford",24696,96.40000000000002,1.3999999999999997,1.5,0.3
"missouri,dade",7883,94.8,2.6,1.5,0.3
"missouri,dallas",16777,95.6,1.9,1.5,0.2
"missouri,daviess",8433,97.4,1.4,1,0.1
"missouri,de kalb",NA,NA,NA,NA,NA
"missouri,dent",15657,95.9,2,0.9,0.3
"missouri,douglas",13684,96.6,2,0.8,0.2
"missouri,dunklin",31953,82.9,11.3,5.4,0.3
"missouri,franklin",101492,96,2,1.4,0.4
"missouri,gasconade",15222,97.2,1.3,1,0.3
"missouri,gentry",6738,98,1,0.5,0.3
"missouri,greene",275174,89.5,5.5,3,1.6
"missouri,grundy",10261,96,1.6000000000000003,1.7000000000000002,0.4000000000000001
"missouri,harrison",8957,96.7,1.3,1.6,0.2
"missouri,henry",22272,95.3,2.5,1.7,0.2
"missouri,hickory",9627,96.4,1.8000000000000003,0.9000000000000001,0.2
"missouri,holt",4912,97.2,0.7,0.8,0.3
"missouri,howard",10144,91.1,7.1,1.2,0.3
"missouri,howell",40400,95.3,2,1.7,0.5
"missouri,iron",10630,95.6,2.8,1.3,0.1
"missouri,jackson",674158,63.3,27,8.4,1.6
"missouri,jasper",117404,86,5.1,6.8,1
"missouri,jefferson",218733,95.40000000000002,2.2,1.6000000000000003,0.6
"missouri,johnson",52595,88.2,6.9,3.1,1.5
"missouri,knox",4131,97.5,1.4,0.8,0.2
"missouri,laclede",35571,94.4,2.6,2,0.4
"missouri,lafayette",33381,92.9,4.2,2.2,0.4
"missouri,lawrence",38634,91,2,6.3,0.4
"missouri,lewis",10211,93.5,4.6,1.6,0.2
"missouri,lincoln",52566,93.9,3.7,2,0.4
"missouri,linn",12761,96.4,1.9,1.5,0.2
"missouri,livingston",15195,94.7,3.6,1.2,0.3
"missouri,mcdonald",23083,81,3.8,11.2,0.8
"missouri,macon",15566,94.7,3.8,1,0.4
"missouri,madison",12226,96.4,1.1,2,0.3
"missouri,maries",9176,97.1,1.4,0.8,0.1
"missouri,marion",28781,91,7,1.3999999999999997,0.5
"missouri,mercer",3785,97.3,1.1,0.7,0.5
"missouri,miller",24748,96,1.9,1.4,0.3
"missouri,mississippi",14358,73.3,25,1.6000000000000003,0.20000000000000004
"missouri,moniteau",15607,90.7,4.9,3.8,0.4
"missouri,monroe",8840,94.3,4.2,1,0.3
"missouri,montgomery",12236,95.1,3.1,1.4,0.3
"missouri,morgan",20565,95.2,2.4,1.8,0.4
"missouri,new madrid",18956,81.1,17.3,1.1,0.4
"missouri,newton",58114,87.7,3.8,4.4,1.3
"missouri,nodaway",23370,93.6,3.4,1.3,1.6
"missouri,oregon",10881,95.6,1.7999999999999998,1.2,0.3
"missouri,osage",13878,98.40000000000002,0.6999999999999998,0.6,0.10000000000000002
"missouri,ozark",9723,96.5,1.5,1.3,0.1
"missouri,pemiscot",18296,69.6,28.3,1.9000000000000001,0.2
"missouri,perry",18971,96.5,1.3,1.7,0.4
"missouri,pettis",42201,87,5.2,7.2,0.6
"missouri,phelps",45156,90.3,4.4,2,2.9
"missouri,pike",18516,89.2,8.6,1.8000000000000003,0.2
"missouri,platte",89322,84.1,8.4,5,2.3
"missouri,polk",31137,95,2.3,2,0.3
"missouri,pulaski",52274,72.4,16.3,9,2.6
"missouri,putnam",4979,97.7,1,0.7,0.5
"missouri,ralls",10167,96.7,2,1,0.2
"missouri,randolph",25414,90,8,1.6,0.4
"missouri,ray",23494,95.1,2.6,1.8000000000000003,0.3
"missouri,reynolds",6696,96.1,2.2,1,0.2
"missouri,ripley",14100,96.2,1.8,1,0.3
"missouri,st charles",360485,89.1,5.9,2.8,2.2
"missouri,st clair",9805,95.5,2.3,1.7,0.1
"missouri,st francois",65359,92.8,5.4,1.2,0.4
"missouri,st louis",1318248,62.43296966883318,31.594367069018883,2.7422108738264726,3.354673475704116
"missouri,st louis city",NA,NA,NA,NA,NA
"missouri,ste genevieve",18145,97,1.6,0.8,0.3
"missouri,saline",23370,83.2,7.7,8.2,0.5
"missouri,schuyler",4431,98.2,0.8,0.7,0.2
"missouri,scotland",4843,98.3,0.5,0.7,0.2
"missouri,scott",39191,84.9,13,1.8,0.3
"missouri,shannon",8441,94.9,2.5,1.6,0.2
"missouri,shelby",6373,97.3,1.2,1.1,0.2
"missouri,stoddard",29968,96.5,1.9,1.2,0.2
"missouri,stone",32202,96.1,1.5,1.7,0.3
"missouri,sullivan",6714,79.7,1.7,18.6,0.10000000000000002
"missouri,taney",51675,91.1,3.1,4.8,0.7
"missouri,texas",26008,92.3,5.2,1.6,0.3
"missouri,vernon",21159,95.5,1.9,1.6,0.5
"missouri,warren",32513,92.9,3.7,2.9,0.4
"missouri,washington",25195,95.1,3.4,1,0.2
"missouri,wayne",13521,96.5,1.9,1,0.2
"missouri,webster",36202,95.2,2.4,1.7,0.2
"missouri,worth",2171,97.4,1.2,1.1,0.3
"missouri,wright",18815,96.3,1.7,1.3,0.3
"montana,beaverhead",9246,92.7,1.8999999999999997,3.7000000000000006,0.4
"montana,big horn",12865,30.4,2.9,4,0.5
"montana,blaine",6491,47.89999999999999,2.1,1.8000000000000003,0.1
"montana,broadwater",5612,94.6,1.8,2.2,0.2
"montana,carbon",10078,95.9,1.3,1.9000000000000001,0.2
"montana,carter",1160,97.6,0.9,0.7,0.1
"montana,cascade",81327,87.4,4.9,3.3,0.8
"montana,chouteau",5813,75.5,1.6,1.6,0.4
"montana,custer",11699,94.1,1.9,2.2,0.3
"montana,daniels",1751,94.40000000000002,1.8,1.5,0.20000000000000004
"montana,dawson",8966,94.5,1.8999999999999997,2,0.3
"montana,deer lodge",9298,91.6,2.9,2.9,0.3
"montana,fallon",2890,96.6,1.4,1.2,0.6
"montana,fergus",11586,95.7,1.7,1.5,0.2
"montana,flathead",90928,94,2.3,2.3,0.6
"montana,gallatin",89513,93.3,2.2,2.8,1.1
"montana,garfield",1206,98.4,0.7,0.2,0.1
"montana,glacier",13399,30.7,2.9,1.8,0.2
"montana,golden valley",884,93,2.1,3.5,0.7
"montana,granite",3079,96.4,1.8,1.4,0.1
"montana,hill",16096,72.9,3.6,2.3,0.4
"montana,jefferson",11406,94,2.4,2,0.4
"montana,judith basin",2072,97.2,0.7,1.2,0.1
"montana,lake",28746,68.1,7.599999999999999,3.5,0.4000000000000001
"montana,lewis and clark",63395,92.4,2.8,2.5,0.6
"montana,liberty",2339,98,1.2,0.3,0.1
"montana,lincoln",19687,94.2,2.5,2.3,0.3
"montana,mccone",1734,97.4,1.4,0.7,0.1
"montana,madison",7691,95.4,1.5,2.4,0.3
"montana,meagher",1891,96.6,1.4,1.5,0.3
"montana,mineral",4223,93.6,2.7,1.9,0.7
"montana,missoula",109299,91,3,2.6,1.1
"montana,musselshell",4538,94.3,2.1,2.6,0.2
"montana,park",15636,95.2,1.8,2.1,0.3
"montana,petroleum",494,98.4,1.2,1,0
"montana,phillips",4253,86.2,4,1.9,0.2
"montana,pondera",6153,82.2,2.5,1.4,0.2
"montana,powder river",1743,94.4,2.1,1.4,0.2
"montana,powell",7027,91.4,2.2,1.7,0.5
"montana,prairie",1179,95.4,2.8,1.4,0.5
"montana,ravalli",40212,93.9,2.1,3,0.5
"montana,richland",9746,93.3,2.2,3,0.2
"montana,roosevelt",10425,35.6,3.1,1.3,0.4
"montana,rosebud",9233,60.199999999999996,3,3.4,0.5
"montana,sanders",11413,90.4,3.3000000000000003,2,0.3
"montana,sheridan",3384,94.6,2.2,1.5,0.4
"montana,silver bow",34200,92.1,2.4,3.7,0.5
"montana,stillwater",9117,95.3,1.7,2.3,0.3
"montana,sweet grass",3651,95.6,1.6,1.4,0.7
"montana,teton",6073,95.4,1.9,1.3,0.1
"montana,toole",5324,90.4,2.5,2.4,0.39999999999999997
"montana,treasure",718,92.8,2.9,3.5,0.39999999999999997
"montana,valley",7369,86.4,2.3,1.2,0.5
"montana,wheatland",2168,95.2,2.7,1.5,0.6
"montana,wibaux",1017,97.1,1.2,1.3,0.5
"montana,yellowstone",147972,88.2,3.4,4.7,0.6
"montana,yellowstone national",NA,NA,NA,NA,NA
"nebraska,adams",31364,88.5,2.1,8.1,1.4
"nebraska,antelope",6685,96,0.9,2.7,0.3
"nebraska,arthur",460,94.6,0.9,4.1,0.2
"nebraska,banner",690,95.1,0.7,3.8,0
"nebraska,blaine",478,99.2,0.8,0,0
"nebraska,boone",5505,97.8,0.7,1.2,0.2
"nebraska,box butte",11308,84.6,3,10.2,0.3
"nebraska,boyd",2099,96.4,1,1.6,0.8
"nebraska,brown",3145,97.7,0.9,0.9,0.2
"nebraska,buffalo",46102,89.2,2.2,7.3999999999999995,1.3
"nebraska,burt",6858,95.1,1.6,1.8,0.2
"nebraska,butler",8395,96.4,1,2.3,0.3
"nebraska,cass",25241,95.40000000000002,1.8,2.4,0.3
"nebraska,cedar",8852,97.8,0.8,1.3,0.1
"nebraska,chase",3966,88,1.3,11.1,0.1
"nebraska,cherry",5713,90,2.7,1.7,0.4
"nebraska,cheyenne",9998,90.8,1.5,6.1,1.6
"nebraska,clay",6542,90.8,1.8,7.7,0.2
"nebraska,colfax",10515,57.4,2.9,41,0.3
"nebraska,cuming",9139,90.5,1.3,8.3,0.2
"nebraska,custer",10939,96.5,1.2,2,0.1
"nebraska,dakota",21006,55.199999999999996,5.4,35.3,3
"nebraska,dawes",9182,87.8,4,3.3,1
"nebraska,dawson",24326,63.6,5.2,31.8,0.6
"nebraska,deuel",1941,94.7,1.2,3.9,0.3
"nebraska,dixon",6000,88.2,1.3,10.4,0.2
"nebraska,dodge",36691,87.5,2,10.1,0.5
"nebraska,douglas",517110,71.9,14.4,11.2,2.7
"nebraska,dundy",2008,92.2,1.6,5.8,0.1
"nebraska,fillmore",5890,95.4,1.4,3,0.2
"nebraska,franklin",3225,97.5,1.1,1,0.1
"nebraska,frontier",2756,97.5,0.8,1.3,0.1
"nebraska,furnas",4959,95.7,1.3,2.7,0.2
"nebraska,gage",22311,96.10000000000001,1.7,1.7,0.39999999999999997
"nebraska,garden",2057,94.4,1.6,3.9,0
"nebraska,garfield",2049,98.7,0.4,0.7,0.1
"nebraska,gosper",2044,95.6,1.7,2.4,0.2
"nebraska,grant",614,97.7,0.8,1.1,0.2
"nebraska,greeley",2538,96.6,1.1,2,0.1
"nebraska,hall",58607,72.6,3.8,23.3,1
"nebraska,hamilton",9124,96.9,0.9,2,0.2
"nebraska,harlan",3423,97.70000000000002,0.5,1.3000000000000003,0.2
"nebraska,hayes",967,96,0.1,3.4,0.3
"nebraska,hitchcock",2908,97,1.1,1.4,0.1
"nebraska,holt",10435,96,0.6,2.9,0.2
"nebraska,hooker",736,98,0.5,1.1,0
"nebraska,howard",6274,96.7,1.3999999999999997,1.7,0.20000000000000004
"nebraska,jefferson",7547,95.7,1.5,2.7,0.2
"nebraska,johnson",5217,83.5,5.8,8.3,1.4
"nebraska,kearney",6489,95,1.3999999999999997,3.7999999999999994,0.20000000000000004
"nebraska,keith",8368,92.4,1.8,5.7,0.4
"nebraska,keya paha",824,98.9,0.4,0.5,0.1
"nebraska,kimball",3821,90.6,2,6.4,0.7
"nebraska,knox",8701,88.4,1.4,1.8,0.2
"nebraska,lancaster",285407,84.3,6.2,5.8,3.5
"nebraska,lincoln",36288,90.2,2.2,7.2,0.5
"nebraska,logan",763,96.89999999999999,0.39999999999999997,1.7,0.09999999999999999
"nebraska,loup",632,97.6,0.3,2.1,0
"nebraska,mcpherson",539,98,1.9,0.4,0
"nebraska,madison",34876,83.3,3,12.9,0.5
"nebraska,merrick",7845,94.4,1.2,3.5,0.8
"nebraska,morrill",5042,84.4,1.8,13.6,0.4
"nebraska,nance",3735,97.1,1.2,1.7,0.1
"nebraska,nemaha",7248,95.7,1.8,1.8,0.4
"nebraska,nuckolls",4500,96.3,1.5,2.2,0.2
"nebraska,otoe",15740,92.1,1.6,5.7,0.4
"nebraska,pawnee",2773,96.79999999999998,1.6,1.3,0.3
"nebraska,perkins",2970,95.9,0.7,3.2,0.2
"nebraska,phelps",9188,94.6,1.1,4.1,0.2
"nebraska,pierce",7266,97.7,0.7,1.3,0.2
"nebraska,platte",32237,84.3,1.9,13.8,0.5
"nebraska,polk",5406,95.9,1.1,2.9,0.1
"nebraska,red willow",11055,93.6,1.8,4.2,0.3
"nebraska,richardson",8363,93.6,2,1.3,0.3
"nebraska,rock",1526,98.39999999999999,0.5,0.09999999999999999,0.19999999999999998
"nebraska,saline",14200,76.2,2.5,20.2,1.6
"nebraska,sarpy",158840,83.8,7.1,7.3,2.1
"nebraska,saunders",20780,96.2,1.4,2,0.4
"nebraska,scotts bluff",36970,75.6,2.5,21.1,0.6
"nebraska,seward",16750,96.4,1.4,1.6,0.4
"nebraska,sheridan",5469,83.4,3.1999999999999997,3.1,0.3
"nebraska,sherman",3152,98.2,0.5,1,0.3
"nebraska,sioux",1311,94.6,1.2,4,0.09999999999999999
"nebraska,stanton",6129,93.5,1.8,4.6,0.09999999999999999
"nebraska,thayer",5228,97.1,1.1,1.5,0.3
"nebraska,thomas",647,97.2,1.2,1.9,0.3
"nebraska,thurston",6940,39.5,2.2,2.7,0.1
"nebraska,valley",4260,96.9,0.9,1.9,0.3
"nebraska,washington",20234,95.9,1.6,2.1,0.3
"nebraska,wayne",9595,92.7,2.5,4.2,0.5
"nebraska,webster",3812,94.1,2,3.5,0.3
"nebraska,wheeler",818,98,0.9,0.6999999999999998,0.5
"nebraska,york",13665,93.1,2.2,4.1,0.4
"nevada,carson city",55274,70.7,4.8,21.3,2.1
"nevada,churchill",24877,76.5,5.8,12.1,2.7
"nevada,clark",1951269,48,15.6,29.1,8.7
"nevada,douglas",46997,83.2,3.6,10.9,1.5
"nevada,elko",48818,69.1,3.8999999999999995,22.9,0.9000000000000001
"nevada,esmeralda",783,77.3,4.3,15.300000000000002,0.4000000000000001
"nevada,eureka",1987,83.6,2.3,12,0.9
"nevada,humboldt",16528,68.9,3.3,24.4,0.7
"nevada,lander",5775,73.7,2.8,21.1,0.4
"nevada,lincoln",5345,87.9,4.5,6.2,0.7
"nevada,lyon",51980,78.2,4.5,14.8,1.4
"nevada,mineral",4772,68.5,8.5,9.1,1.1
"nevada,nye",43946,78.9,5.5,13.6,1.3
"nevada,pershing",6753,68.2,6.8,22.3,1.3
"nevada,storey",4010,88.1,3.2,5.7,1.6
"nevada,washoe",421407,66,6.1,22.2,5.2
"nevada,white pine",10030,76.3,6.5,13.2,1
"new hampshire,belknap",60088,95.8,1.8,1.2,1.2
"new hampshire,carroll",47818,96.79999999999998,1.4,1,0.6
"new hampshire,cheshire",77117,95.4,1.9,1.4,1.2
"new hampshire,coos",33055,96.2,1.9,1.2,0.5
"new hampshire,grafton",89118,92.3,2.7,1.8,3
"new hampshire,hillsborough",400721,87.59999999999998,4.1,5.3,3.2000000000000006
"new hampshire,merrimack",146445,94.3,2.5,1.6,1.6
"new hampshire,rockingham",295223,94.2,2,2.1,1.7
"new hampshire,strafford",123143,92.7,2.9,1.8,2.6
"new hampshire,sullivan",43742,96.2,1.8,1.1,0.6
"new jersey,atlantic",274549,58.6,19.3,16.8,7.5
"new jersey,bergen",905116,62.5,8.3,16.1,14.5
"new jersey,burlington",448734,70.6,19.5,6.4,4.3
"new jersey,camden",513657,60.3,22.2,14.2,5.1
"new jersey,cape may",97265,86.9,6.6,6.2,0.9
"new jersey,cumberland",156898,50.3,23.8,27.099999999999998,1.2
"new jersey,essex",783969,33.2,44,20.3,4.6
"new jersey,gloucester",288288,81.1,12.2,4.8,2.6
"new jersey,hudson",634266,30.8,17.6,42.2,13.4
"new jersey,hunterdon",128349,87.7,4,5.2,3.3
"new jersey,mercer",366513,54.5,23,15.1,8.9
"new jersey,middlesex",809858,49.2,12.599999999999998,18.4,21.4
"new jersey,monmouth",630380,76.7,9.3,9.7,5
"new jersey,morris",492276,75.1,5.2,11.5,9
"new jersey,ocean",576567,85.9,4.6,8.3,1.7
"new jersey,passaic",501226,45.3,16.5,37,5
"new jersey,salem",66083,76.8,16.3,6.8,0.8
"new jersey,somerset",323444,62.39999999999999,11.5,13,14.099999999999998
"new jersey,sussex",149265,88.8,3.4,6.4,1.8
"new jersey,union",536499,45.4,25.1,27.3,4.6
"new jersey,warren",108692,85.7,5.3,7,2.5
"new mexico,bernalillo",662564,41.5,7.400000000000001,47.9,2.3
"new mexico,catron",3725,76,3.6,19,0.2
"new mexico,chaves",65645,43.9,5.3,52,0.6
"new mexico,colfax",13750,49.9,4.1,47.2,0.4
"new mexico,curry",48376,50.7,10.5,39.5,1.3
"new mexico,de baca",2022,59.3,4.1,38.5,0
"new mexico,dona ana",209233,30.100000000000005,4.8,65.7,1.1
"new mexico,eddy",53829,52.2,4.4,44.1,0.7
"new mexico,grant",29514,48.6,3.6,48.3,0.4
"new mexico,guadalupe",4687,16.1,5,79.6,1.3
"new mexico,harding",695,56.3,1.7,43,0
"new mexico,hidalgo",4894,41.4,2.3,56.6,0.5
"new mexico,lea",64727,43,6.6,51.1,0.5
"new mexico,lincoln",20497,66.4,2.9,29.799999999999997,0.4000000000000001
"new mexico,los alamos",17950,76.3,3.2,14.7,6
"new mexico,luna",25095,35.9,3.8,61.5,0.5
"new mexico,mckinley",71492,10.3,3.6,13.3,0.8
"new mexico,mora",4881,17.9,3.8999999999999995,81,0.3
"new mexico,otero",63797,52.8,7.7,34.5,1.2
"new mexico,quay",9041,53.6,4.5,42.4,1
"new mexico,rio arriba",40246,12.8,3.9,71.3,0.4
"new mexico,roosevelt",19846,55.5,5,39.9,0.9
"new mexico,sandoval",131561,47.5,6,35.1,1.5
"new mexico,san juan",130044,42.5,4.1,19.1,0.4
"new mexico,san miguel",29393,19.7,5.3,76.8,0.8
"new mexico,santa fe",144170,43.9,4.4,50.6,1.2
"new mexico,sierra",11988,68.4,3.6999999999999997,28,0.39999999999999997
"new mexico,socorro",17866,37.6,3.8999999999999995,48.5,1.2
"new mexico,taos",32937,36.3,5.3,55.8,0.7
"new mexico,torrance",16383,56,5.7,39.1,0.4
"new mexico,union",4549,56,4.1,39.7,0.5
"new mexico,cibola",27213,21.5,4.1,36.5,0.5
"new york,albany",304204,76,15.2,4.9,4.8
"new york,allegany",48946,95.4,2.2,1.4,0.9
"new york,bronx",1385108,10.9,41.8,53.5,3.5999999999999996
"new york,broome",200600,86.3,7.3,3.4,3.5
"new york,cattaraugus",80317,91.9,3,1.7,0.7
"new york,cayuga",80026,91.3,5.8,2.4,0.5
"new york,chautauqua",134905,89.3,4.4,6.1,0.5
"new york,chemung",88830,87.4,9.2,2.5,1.2
"new york,chenango",50477,95.59999999999998,2,1.8,0.4000000000000001
"new york,clinton",82128,91.1,5.3,2.5,1.1
"new york,columbia",63096,88.2,6.6,3.9,1.6
"new york,cortland",49336,93.7,3.3,2.2,0.8
"new york,delaware",47980,93.2,2.9,3.3,0.8
"new york,dutchess",297488,74.6,12.5,10.5,3.5
"new york,erie",919040,77.7,15.3,4.5,2.6
"new york,essex",39370,92.9,3.9,2.5,0.7
"new york,franklin",51599,82.6,7.3,2.9,0.4
"new york,fulton",55531,93.8,3.3,2.3,0.6
"new york,genesee",60079,91.5,4.5,2.7,0.6
"new york,greene",49221,87.1,7.5,4.9,0.8
"new york,hamilton",4836,96.4,1.8000000000000003,1.1,0.5
"new york,herkimer",64519,95.6,2.3,1.6,0.5
"new york,jefferson",116229,85.8,7.8,5.3,1.3
"new york,kings",2504700,35.7,37.4,19.8,10.5
"new york,lewis",27087,96.8,1.6,1.3,0.3
"new york,livingston",65393,92.2,3.9,2.8,1.2
"new york,madison",73442,93.8,3.1,1.8,0.8
"new york,monroe",744344,72.8,17.8,7.3,3.3
"new york,montgomery",50219,85.1,3.8,11.3,0.7
"new york,nassau",1339532,65.5,13.5,14.6,7.6
"new york,new york",1585873,48,19.5,25.4,11.3
"new york,niagara",216469,87.3,9,2.2,0.8
"new york,oneida",234878,84.8,8.3,4.6,2.8
"new york,onondaga",467026,79.2,13.8,4,3.1
"new york,ontario",107931,91.79999999999998,3.8999999999999995,3.3999999999999995,1
"new york,orange",372813,68.2,13.3,18,2.4
"new york,orleans",42883,87.8,7.799999999999999,4.1,0.4
"new york,oswego",122109,95.1,2.1,2.1,0.6
"new york,otsego",62259,92.7,3.4,3.1,1.1
"new york,putnam",99710,82.9,4.3,11.7,1.9
"new york,queens",2230722,27.6,23.7,27.5,22.9
"new york,rensselaer",159429,85.7,8.9,3.8,2.2
"new york,richmond",468730,64,13.2,17.3,7.5
"new york,rockland",311687,65.3,14.399999999999999,15.699999999999998,6.2
"new york,st lawrence",111944,92.90000000000002,3.5,1.8999999999999997,1
"new york,saratoga",219607,92.70000000000002,3.1000000000000005,2.3999999999999995,1.8000000000000003
"new york,schenectady",154727,77.2,13.3,5.7,3.2
"new york,schoharie",32749,93.9,2.7,2.8,0.7
"new york,schuyler",18343,96.2,2.2,1.3,0.3
"new york,seneca",35251,90.8,5.9,2.7,0.7
"new york,steuben",98990,94.4,3,1.4,1.2
"new york,suffolk",1493350,71.6,9.9,16.5,3.4
"new york,sullivan",77547,74.5,12,13.6,1.4
"new york,tioga",51125,96,1.9,1.4,0.7
"new york,tompkins",101564,80.2,7.2,4.2,8.6
"new york,ulster",182493,81.7,8.8,8.7,1.7
"new york,warren",65707,95.2,2.3,1.8,0.7
"new york,washington",63216,93.3,4.1,2.3,0.4
"new york,wayne",93772,91,5,3.7,0.5
"new york,westchester",949113,57.4,17.7,21.8,5.4
"new york,wyoming",42155,90.2,6.5,3,0.4
"new york,yates",25348,96.1,1.9,1.7,0.4
"north carolina,alamance",151131,67.3,20.8,11,1.2
"north carolina,alexander",37198,87.8,6.9,4.3,1
"north carolina,alleghany",11155,88.4,2.4,9,0.5
"north carolina,anson",26948,45.8,49.8,3,1.1
"north carolina,ashe",27281,93.2,1.6000000000000003,4.8,0.4000000000000001
"north carolina,avery",17797,90.1,4.8,4.5,0.3
"north carolina,beaufort",47759,66.4,26.9,6.6,0.3
"north carolina,bertie",21282,34.7,63.400000000000006,1.3,0.5
"north carolina,bladen",35190,54.7,36.3,7.1,0.2
"north carolina,brunswick",107431,80.79999999999998,13.2,5.200000000000001,0.5
"north carolina,buncombe",238318,84.4,8.5,6,1
"north carolina,burke",90912,83,8.4,5.1,3.5
"north carolina,cabarrus",178011,71.6,17.4,9.4,2
"north carolina,caldwell",83029,88.6,6.3999999999999995,4.6,0.5
"north carolina,camden",9980,81.2,15.3,2.2,1.5
"north carolina,carteret",66469,87.4,8,3.4,0.9
"north carolina,caswell",23719,61.2,35.4,3.1000000000000005,0.3
"north carolina,catawba",154358,78,10.3,8.4,3.5
"north carolina,chatham",63505,71.2,15.1,13,1.1
"north carolina,cherokee",27444,92.29999999999998,3.7,2.5,0.5
"north carolina,chowan",14793,61.1,35.5,3.2,0.4
"north carolina,clay",10587,95.2,2,2.4,0.2
"north carolina,cleveland",98078,74.2,22.2,2.8,0.8
"north carolina,columbus",58098,60.4,32,4.6,0.3
"north carolina,craven",103505,67.1,25.1,6.1,2
"north carolina,cumberland",319431,47.2,41.3,9.5,2.2
"north carolina,currituck:knotts",NA,NA,NA,NA,NA
"north carolina,currituck:main",NA,NA,NA,NA,NA
"north carolina,currituck:spit",NA,NA,NA,NA,NA
"north carolina,dare",33920,88.6,4.3,6.5,0.6
"north carolina,davidson",162878,82,10.3,6.4,1.2
"north carolina,davie",41240,85.5,8,6.1,0.6
"north carolina,duplin",58505,52.9,26.9,20.6,0.3
"north carolina,durham",267587,42.1,40.5,13.5,4.6
"north carolina,edgecombe",56552,37.79999999999999,58.4,3.7000000000000006,0.20000000000000004
"north carolina,forsyth",350670,58.7,28.2,11.9,1.9
"north carolina,franklin",60619,63.5,28.6,7.9,0.5
"north carolina,gaston",206086,75.8,17.1,5.9,1.2
"north carolina,gates",12197,63,35,1.4,0.1
"north carolina,graham",8861,89.6,1.8999999999999997,2.2,0.3
"north carolina,granville",59916,57.7,34.5,7.5,0.5
"north carolina,greene",21362,47,38.8,14.300000000000002,0.3
"north carolina,guilford",488406,54.3,34.8,7.1,3.9
"north carolina,halifax",54691,39.4,54.4,2.1,0.7
"north carolina,harnett",114678,64.3,24,10.8,0.9
"north carolina,haywood",59036,93.8,2.1,3.4,0.4
"north carolina,henderson",106740,84.4,4.9,9.8,1
"north carolina,hertford",24669,34.4,61.8,2.6,0.5
"north carolina,hoke",46952,40.8,38,12.4,1
"north carolina,hyde",5810,59.1,32.8,7.1,0.3
"north carolina,iredell",159437,77.8,13.8,6.799999999999999,1.8000000000000003
"north carolina,jackson",40271,81.4,3.8,5.1,0.9
"north carolina,johnston",168878,69.8,17.1,12.9,0.6
"north carolina,jones",10153,61.199999999999996,34.2,3.9,0.3
"north carolina,lee",57866,59.3,22.4,18.3,0.8
"north carolina,lenoir",59495,51.3,41.9,6.6,0.4
"north carolina,lincoln",78265,85.8,7.1,6.7,0.5
"north carolina,mcdowell",44996,88.9,5,5.3,0.8
"north carolina,macon",33922,90.2,2.4,6.6,0.6
"north carolina,madison",20764,95,2.5,2,0.3
"north carolina,martin",24505,52.2,44.5,3.1,0.3
"north carolina,mecklenburg",919628,50.6,33.3,12.2,4.6
"north carolina,mitchell",15579,94.1,1.4,4.1,0.3
"north carolina,montgomery",27798,64.3,20.3,14.1,1.6
"north carolina,moore",88247,77.6,15.1,6,0.9
"north carolina,nash",95840,54,38.8,6.3,0.8
"north carolina,new hanover",202667,76.8,16.8,5.299999999999999,1.2
"north carolina,northampton",22099,38.9,59.3,1.4,0.2
"north carolina,onslow",177772,68.9,19.9,10.1,1.9
"north carolina,orange",133801,70.8,14.4,8.2,6.7
"north carolina,pamlico",13144,74.8,21.4,3.1,0.4
"north carolina,pasquotank",40661,55,40,4,1.1
"north carolina,pender",52217,73.9,19.5,6.099999999999999,0.4000000000000001
"north carolina,perquimans",13453,71.4,26.2,2.1,0.3
"north carolina,person",39464,66.8,28.5,4,0.3
"north carolina,pitt",168148,57.1,36.1,5.5,1.5999999999999999
"north carolina,polk",20510,88.4,5.9,5.5,0.3
"north carolina,randolph",141752,81.3,7.5,10.4,1
"north carolina,richmond",46639,58.7,32.7,5.9,0.9
"north carolina,robeson",134168,27,26.9,8.1,0.7
"north carolina,rockingham",93643,73.4,20.6,5.5,0.5
"north carolina,rowan",138428,73.7,17.8,7.700000000000001,1
"north carolina,rutherford",67810,84.1,11.9,3.5,0.4
"north carolina,sampson",63431,53.2,29,16.5,0.4
"north carolina,scotland",36157,45.9,40.7,2.1,0.8
"north carolina,stanly",60585,82.3,12.1,3.6,1.8
"north carolina,stokes",47401,91.7,5.3,2.6,0.3
"north carolina,surry",73673,85,5.1,9.7,0.5
"north carolina,swain",13981,65.6,4.8,3.9,0.5
"north carolina,transylvania",33090,90.8,5.6,2.9,0.4
"north carolina,tyrrell",4407,53.3,39.6,5.4,1.8
